time_s,sample_A_K,rad_shield_B_K,arm_C_K,ccr_D_K
1994.280,295.306000,155.587000,250.974000,269.782000
1995.318,295.267000,155.649000,251.049000,269.843000
1996.341,295.234000,155.704000,251.124000,269.903000
1997.380,295.201000,155.761000,251.206000,269.968000
1998.413,295.166000,155.823000,251.281000,270.028000
1999.449,295.135000,155.881000,251.356000,270.087000
2000.487,295.103000,155.943000,251.437000,270.151000
2001.583,295.072000,156.005000,251.518000,270.216000
2002.616,295.045000,156.060000,251.591000,270.274000
2003.651,295.019000,156.117000,251.664000,270.332000
2004.690,294.993000,156.180000,251.745000,270.395000
2005.718,294.970000,156.235000,251.818000,270.453000
2006.771,294.948000,156.293000,251.889000,270.510000
2007.800,294.927000,156.353000,251.969000,270.572000
2008.840,294.909000,156.409000,252.041000,270.629000
2009.886,294.892000,156.472000,252.119000,270.690000
2010.919,294.876000,156.529000,252.191000,270.746000
2011.952,294.862000,156.585000,252.262000,270.802000
2012.990,294.850000,156.647000,252.340000,270.862000
2014.019,294.841000,156.703000,252.412000,270.918000
2015.074,294.835000,156.759000,252.481000,270.972000
2016.104,294.829000,156.821000,252.558000,271.032000
2017.135,294.827000,156.877000,252.628000,271.086000
2018.176,294.827000,156.934000,252.697000,271.141000
2019.210,294.829000,156.995000,252.773000,271.200000
2020.234,294.834000,157.051000,252.842000,271.254000
2021.278,294.841000,157.108000,252.912000,271.307000
2022.303,294.852000,157.169000,252.988000,271.366000
2023.339,294.864000,157.225000,253.056000,271.419000
2024.389,294.880000,157.287000,253.131000,271.477000
2025.424,294.897000,157.343000,253.198000,271.529000
2026.454,294.916000,157.400000,253.265000,271.582000
2027.494,294.940000,157.460000,253.341000,271.640000
2028.524,294.964000,157.517000,253.408000,271.692000
2029.574,294.989000,157.575000,253.475000,271.745000
2030.609,295.020000,157.635000,253.549000,271.802000
2031.729,295.052000,157.696000,253.623000,271.859000
2032.774,295.085000,157.752000,253.691000,271.911000
2033.805,295.121000,157.815000,253.763000,271.968000
2034.833,295.157000,157.871000,253.829000,272.019000
2035.877,295.193000,157.927000,253.896000,272.071000
2036.908,295.235000,157.989000,253.969000,272.128000
2037.944,295.274000,158.046000,254.034000,272.179000
2038.993,295.320000,158.107000,254.107000,272.235000
2040.027,295.362000,158.163000,254.171000,272.287000
2041.079,295.405000,158.219000,254.238000,272.338000
2042.112,295.454000,158.280000,254.309000,272.394000
2043.146,295.499000,158.337000,254.375000,272.445000
2044.193,295.549000,158.399000,254.446000,272.501000
2045.228,295.596000,158.454000,254.512000,272.552000
2046.253,295.643000,158.509000,254.575000,272.603000
2047.293,295.695000,158.571000,254.646000,272.660000
2048.326,295.743000,158.628000,254.711000,272.711000
2049.379,295.792000,158.684000,254.776000,272.762000
2050.413,295.845000,158.746000,254.846000,272.818000
2051.444,295.893000,158.801000,254.910000,272.869000
2052.494,295.947000,158.863000,254.981000,272.925000
2053.518,295.995000,158.919000,255.046000,272.976000
2054.550,296.042000,158.975000,255.111000,273.027000
2055.590,296.094000,159.037000,255.181000,273.083000
2056.615,296.141000,159.094000,255.244000,273.134000
2057.652,296.187000,159.149000,255.307000,273.185000
2058.696,296.237000,159.210000,255.379000,273.241000
2059.719,296.281000,159.265000,255.443000,273.293000
2060.751,296.325000,159.322000,255.506000,273.344000
2061.850,296.372000,159.384000,255.577000,273.401000
2062.894,296.418000,159.446000,255.647000,273.456000
2063.919,296.458000,159.500000,255.710000,273.508000
2064.951,296.497000,159.556000,255.774000,273.558000
2065.991,296.538000,159.618000,255.842000,273.614000
2067.016,296.574000,159.673000,255.906000,273.666000
2068.041,296.609000,159.728000,255.969000,273.717000
2069.087,296.642000,159.783000,256.033000,273.773000
2070.121,296.676000,159.842000,256.102000,273.824000
2071.154,296.706000,159.897000,256.165000,273.876000
2072.195,296.737000,159.957000,256.233000,273.932000
2073.222,296.763000,160.012000,256.296000,273.982000
2074.256,296.787000,160.067000,256.360000,274.034000
2075.293,296.812000,160.128000,256.429000,274.090000
2076.323,296.832000,160.183000,256.491000,274.141000
2077.356,296.851000,160.238000,256.553000,274.192000
2078.396,296.870000,160.298000,256.622000,274.247000
2079.424,296.886000,160.353000,256.685000,274.298000
2080.458,296.900000,160.408000,256.748000,274.349000
2081.493,296.915000,160.470000,256.816000,274.405000
2082.525,296.926000,160.524000,256.880000,274.456000
2083.554,296.935000,160.579000,256.942000,274.506000
2084.595,296.944000,160.639000,257.011000,274.562000
2085.626,296.951000,160.694000,257.072000,274.612000
2086.653,296.957000,160.749000,257.136000,274.662000
2087.694,296.961000,160.810000,257.205000,274.718000
2088.728,296.964000,160.864000,257.266000,274.768000
2089.756,296.966000,160.919000,257.328000,274.818000
2090.797,296.967000,160.980000,257.397000,274.873000
2091.826,296.967000,161.036000,257.458000,274.922000
2092.849,296.965000,161.090000,257.519000,274.972000
2093.892,296.962000,161.152000,257.588000,275.027000
2094.918,296.958000,161.206000,257.650000,275.076000
2095.944,296.954000,161.260000,257.711000,275.125000
2096.989,296.948000,161.320000,257.779000,275.179000
2098.015,296.940000,161.375000,257.840000,275.228000
2099.050,296.933000,161.430000,257.902000,275.277000
2100.095,296.924000,161.490000,257.969000,275.331000
2101.125,296.914000,161.546000,258.030000,275.379000
2102.180,296.903000,161.601000,258.090000,275.428000
2103.210,296.892000,161.661000,258.157000,275.481000
2104.234,296.880000,161.714000,258.218000,275.529000
2105.283,296.867000,161.769000,258.278000,275.577000
2106.317,296.853000,161.829000,258.345000,275.629000
2107.345,296.839000,161.883000,258.407000,275.676000
2108.399,296.823000,161.945000,258.473000,275.728000
2109.428,296.808000,162.000000,258.532000,275.776000
2110.481,296.793000,162.055000,258.593000,275.823000
2111.516,296.774000,162.116000,258.658000,275.874000
2112.544,296.758000,162.169000,258.718000,275.921000
2113.584,296.741000,162.225000,258.777000,275.967000
2114.623,296.721000,162.284000,258.843000,276.018000
2115.651,296.703000,162.339000,258.901000,276.064000
2116.695,296.682000,162.400000,258.966000,276.115000
2117.718,296.663000,162.455000,259.025000,276.160000
2118.753,296.644000,162.509000,259.084000,276.206000
2119.800,296.623000,162.570000,259.148000,276.255000
2120.827,296.602000,162.624000,259.206000,276.300000
2121.852,296.582000,162.679000,259.265000,276.345000
2122.894,296.561000,162.733000,259.329000,276.394000
2123.925,296.537000,162.792000,259.387000,276.438000
2124.954,296.517000,162.847000,259.445000,276.483000
2126.000,296.492000,162.908000,259.511000,276.531000
2127.111,296.469000,162.967000,259.573000,276.580000
2128.133,296.446000,163.023000,259.629000,276.623000
2129.162,296.424000,163.077000,259.686000,276.667000
2130.202,296.399000,163.137000,259.750000,276.714000
2131.239,296.377000,163.192000,259.806000,276.757000
2132.284,296.354000,163.246000,259.862000,276.800000
2133.323,296.328000,163.306000,259.925000,276.847000
2134.359,296.305000,163.360000,259.982000,276.890000
2135.402,296.279000,163.421000,260.044000,276.936000
2136.442,296.256000,163.476000,260.100000,276.978000
2137.489,296.233000,163.530000,260.156000,277.019000
2138.524,296.207000,163.590000,260.218000,277.065000
2139.549,296.184000,163.644000,260.274000,277.107000
2140.593,296.161000,163.699000,260.329000,277.152000
2141.620,296.135000,163.759000,260.389000,277.193000
2142.659,296.112000,163.812000,260.444000,277.234000
2143.704,296.086000,163.873000,260.505000,277.278000
2144.733,296.062000,163.927000,260.560000,277.319000
2145.761,296.040000,163.982000,260.614000,277.359000
2146.803,296.014000,164.041000,260.673000,277.403000
2147.844,295.991000,164.095000,260.728000,277.442000
2148.893,295.968000,164.151000,260.782000,277.486000
2149.929,295.943000,164.210000,260.842000,277.525000
2150.963,295.921000,164.265000,260.895000,277.564000
2152.001,295.897000,164.327000,260.954000,277.607000
2153.030,295.875000,164.382000,261.008000,277.646000
2154.063,295.852000,164.435000,261.061000,277.684000
2155.105,295.828000,164.495000,261.118000,277.727000
2156.146,295.807000,164.549000,261.170000,277.765000
2157.300,295.782000,164.614000,261.232000,277.810000
2158.329,295.761000,164.667000,261.284000,277.848000
2159.365,295.741000,164.722000,261.337000,277.885000
2160.404,295.719000,164.781000,261.394000,277.927000
2161.432,295.699000,164.836000,261.444000,277.964000
2162.466,295.680000,164.891000,261.497000,278.000000
2163.506,295.659000,164.951000,261.553000,278.041000
2164.536,295.640000,165.005000,261.603000,278.077000
2165.568,295.622000,165.059000,261.654000,278.114000
2166.604,295.603000,165.117000,261.710000,278.154000
2167.631,295.585000,165.172000,261.760000,278.190000
2168.668,295.569000,165.227000,261.810000,278.226000
2169.704,295.551000,165.286000,261.865000,278.265000
2170.736,295.535000,165.342000,261.916000,278.301000
2171.769,295.520000,165.394000,261.965000,278.336000
2172.806,295.504000,165.455000,262.019000,278.375000
2173.837,295.490000,165.509000,262.070000,278.410000
2174.888,295.477000,165.564000,262.119000,278.445000
2175.913,295.463000,165.624000,262.172000,278.483000
2176.937,295.451000,165.677000,262.221000,278.517000
2177.987,295.439000,165.732000,262.269000,278.551000
2179.021,295.427000,165.791000,262.323000,278.589000
2180.060,295.418000,165.845000,262.372000,278.624000
2181.100,295.409000,165.904000,262.425000,278.661000
2182.121,295.400000,165.960000,262.473000,278.694000
2183.151,295.392000,166.014000,262.522000,278.728000
2184.205,295.384000,166.074000,262.575000,278.765000
2185.238,295.378000,166.126000,262.622000,278.798000
2186.260,295.373000,166.180000,262.670000,278.831000
2187.419,295.369000,166.246000,262.726000,278.871000
2188.447,295.365000,166.299000,262.774000,278.904000
2189.491,295.363000,166.354000,262.821000,278.937000
2190.521,295.361000,166.413000,262.872000,278.973000
2191.555,295.360000,166.468000,262.919000,279.006000
2192.605,295.361000,166.528000,262.971000,279.041000
2193.642,295.362000,166.582000,263.018000,279.073000
2194.697,295.364000,166.637000,263.065000,279.108000
2195.718,295.368000,166.695000,263.117000,279.140000
2196.741,295.372000,166.750000,263.164000,279.172000
2197.798,295.377000,166.804000,263.209000,279.207000
2198.827,295.383000,166.864000,263.259000,279.238000
2199.861,295.391000,166.917000,263.306000,279.270000
2200.904,295.399000,166.976000,263.356000,279.304000
2201.924,295.408000,167.029000,263.401000,279.336000
2202.960,295.419000,167.084000,263.446000,279.367000
2204.007,295.431000,167.145000,263.497000,279.401000
2205.028,295.443000,167.198000,263.542000,279.432000
2206.062,295.456000,167.252000,263.587000,279.463000
2207.100,295.470000,167.306000,263.637000,279.497000
2208.127,295.486000,167.364000,263.682000,279.528000
2209.160,295.502000,167.419000,263.725000,279.558000
2210.203,295.521000,167.479000,263.775000,279.592000
2211.235,295.538000,167.534000,263.821000,279.623000
2212.262,295.557000,167.587000,263.864000,279.653000
2213.305,295.578000,167.645000,263.914000,279.687000
2214.326,295.598000,167.701000,263.959000,279.718000
2215.355,295.619000,167.754000,264.004000,279.748000
2216.399,295.640000,167.808000,264.046000,279.782000
2217.546,295.666000,167.873000,264.099000,279.815000
2218.595,295.689000,167.926000,264.144000,279.846000
2219.614,295.715000,167.986000,264.192000,279.879000
2220.649,295.738000,168.039000,264.236000,279.910000
2221.694,295.762000,168.094000,264.279000,279.940000
2222.720,295.790000,168.152000,264.328000,279.973000
2223.756,295.814000,168.207000,264.371000,280.003000
2224.801,295.840000,168.260000,264.415000,280.037000
2225.837,295.867000,168.319000,264.463000,280.066000
2226.862,295.893000,168.374000,264.506000,280.097000
2227.903,295.918000,168.427000,264.554000,280.130000
2228.939,295.946000,168.486000,264.597000,280.161000
2229.970,295.972000,168.540000,264.640000,280.191000
2231.011,296.000000,168.598000,264.688000,280.224000
2232.039,296.025000,168.654000,264.730000,280.254000
2233.070,296.050000,168.706000,264.773000,280.284000
2234.113,296.078000,168.765000,264.821000,280.317000
2235.143,296.102000,168.820000,264.863000,280.348000
2236.172,296.126000,168.874000,264.907000,280.378000
2237.211,296.152000,168.934000,264.954000,280.411000
2238.234,296.176000,168.987000,264.996000,280.442000
2239.252,296.198000,169.040000,265.039000,280.472000
2240.273,296.221000,169.093000,265.082000,280.502000
2241.308,296.244000,169.154000,265.128000,280.535000
2242.334,296.266000,169.208000,265.172000,280.565000
2243.356,296.286000,169.263000,265.212000,280.596000
2244.399,296.306000,169.316000,265.255000,280.629000
2245.418,296.328000,169.374000,265.303000,280.659000
2246.435,296.347000,169.429000,265.346000,280.689000
2247.459,296.365000,169.482000,265.387000,280.719000
2248.502,296.382000,169.535000,265.434000,280.753000
2249.519,296.401000,169.594000,265.477000,280.783000
2250.536,296.417000,169.647000,265.520000,280.813000
2251.559,296.433000,169.701000,265.560000,280.844000
2252.708,296.451000,169.766000,265.612000,280.880000
2253.736,296.465000,169.819000,265.653000,280.910000
2254.753,296.478000,169.873000,265.697000,280.940000
2255.771,296.491000,169.928000,265.738000,280.970000
2256.808,296.504000,169.986000,265.784000,281.003000
2257.838,296.516000,170.040000,265.826000,281.033000
2258.855,296.526000,170.092000,265.867000,281.063000
2259.873,296.537000,170.148000,265.909000,281.093000
2260.909,296.547000,170.205000,265.955000,281.126000
2261.929,296.556000,170.260000,265.997000,281.156000
2262.956,296.564000,170.314000,266.038000,281.186000
2263.973,296.572000,170.368000,266.080000,281.216000
2265.008,296.579000,170.426000,266.126000,281.248000
2266.035,296.585000,170.480000,266.167000,281.278000
2267.063,296.591000,170.533000,266.209000,281.308000
2268.105,296.596000,170.587000,266.250000,281.340000
2269.132,296.601000,170.646000,266.295000,281.370000
2270.166,296.604000,170.700000,266.337000,281.400000
2271.216,296.608000,170.759000,266.383000,281.432000
2272.250,296.610000,170.813000,266.424000,281.461000
2273.301,296.612000,170.866000,266.465000,281.491000
2274.331,296.614000,170.925000,266.510000,281.523000
2275.366,296.615000,170.978000,266.551000,281.553000
2276.416,296.615000,171.037000,266.596000,281.585000
2277.451,296.615000,171.091000,266.637000,281.614000
2278.501,296.614000,171.145000,266.677000,281.643000
2279.530,296.612000,171.203000,266.722000,281.675000
2280.548,296.610000,171.256000,266.763000,281.703000
2281.578,296.608000,171.310000,266.804000,281.732000
2282.615,296.605000,171.369000,266.849000,281.763000
2283.650,296.601000,171.423000,266.889000,281.792000
2284.698,296.597000,171.475000,266.929000,281.821000
2285.727,296.592000,171.534000,266.973000,281.852000
2286.763,296.588000,171.587000,267.014000,281.880000
2287.949,296.581000,171.649000,267.063000,281.914000
2288.972,296.576000,171.703000,267.103000,281.942000
2290.015,296.569000,171.761000,267.146000,281.973000
2291.044,296.562000,171.814000,267.186000,282.001000
2292.074,296.556000,171.866000,267.227000,282.029000
2293.116,296.548000,171.925000,267.270000,282.060000
2294.152,296.540000,171.976000,267.310000,282.088000
2295.201,296.532000,172.029000,267.349000,282.115000
2296.240,296.523000,172.088000,267.392000,282.145000
