time_s,sample_A_K,rad_shield_B_K,arm_C_K,ccr_D_K
1418.232,245.476000,120.723000,179.290000,196.010000
1419.258,245.640000,120.787000,179.432000,196.164000
1420.283,245.805000,120.853000,179.575000,196.319000
1421.320,245.969000,120.919000,179.715000,196.488000
1422.351,246.150000,120.989000,179.872000,196.643000
1423.389,246.314000,121.054000,180.014000,196.797000
1424.437,246.495000,121.124000,180.171000,196.968000
1425.460,246.660000,121.189000,180.312000,197.122000
1426.482,246.824000,121.254000,180.455000,197.276000
1427.518,246.988000,121.318000,180.596000,197.431000
1428.545,247.169000,121.390000,180.753000,197.601000
1429.568,247.333000,121.454000,180.895000,197.755000
1430.624,247.497000,121.518000,181.037000,197.925000
1431.653,247.677000,121.588000,181.194000,198.080000
1432.689,247.841000,121.654000,181.335000,198.234000
1433.735,248.022000,121.724000,181.490000,198.404000
1434.765,248.186000,121.789000,181.632000,198.558000
1435.797,248.349000,121.854000,181.774000,198.710000
1436.833,248.529000,121.926000,181.930000,198.877000
1437.860,248.694000,121.989000,182.072000,199.030000
1438.887,248.858000,122.054000,182.216000,199.183000
1439.934,249.021000,122.126000,182.372000,199.351000
1440.958,249.202000,122.190000,182.514000,199.503000
1441.989,249.366000,122.253000,182.656000,199.656000
1443.033,249.529000,122.325000,182.812000,199.823000
1444.151,249.724000,122.396000,182.968000,199.991000
1445.173,249.887000,122.461000,183.112000,200.144000
1446.198,250.049000,122.525000,183.254000,200.297000
1447.233,250.227000,122.597000,183.411000,200.464000
1448.265,250.389000,122.660000,183.552000,200.617000
1449.288,250.552000,122.725000,183.693000,200.769000
1450.322,250.714000,122.788000,183.835000,200.937000
1451.339,250.893000,122.860000,183.992000,201.090000
1452.363,251.055000,122.925000,184.135000,201.242000
1453.396,251.217000,122.988000,184.276000,201.394000
1454.442,251.395000,123.059000,184.432000,201.563000
1455.474,251.558000,123.124000,184.575000,201.715000
1456.493,251.720000,123.188000,184.714000,201.867000
1457.533,251.882000,123.260000,184.868000,202.035000
1458.566,252.060000,123.323000,185.008000,202.187000
1459.596,252.221000,123.386000,185.148000,202.339000
1460.638,252.399000,123.457000,185.304000,202.507000
1461.659,252.562000,123.522000,185.444000,202.659000
1462.690,252.724000,123.587000,185.584000,202.813000
1463.730,252.886000,123.651000,185.738000,202.980000
1464.766,253.063000,123.722000,185.879000,203.133000
1465.802,253.225000,123.788000,186.019000,203.285000
1466.839,253.403000,123.858000,186.173000,203.453000
1467.870,253.565000,123.921000,186.314000,203.604000
1468.891,253.726000,123.986000,186.453000,203.757000
1469.931,253.888000,124.057000,186.608000,203.925000
1470.967,254.066000,124.123000,186.749000,204.078000
1471.995,254.228000,124.185000,186.889000,204.230000
1473.036,254.405000,124.255000,187.045000,204.398000
1474.059,254.567000,124.319000,187.185000,204.551000
1475.088,254.729000,124.384000,187.324000,204.703000
1476.134,254.890000,124.455000,187.478000,204.870000
1477.160,255.068000,124.519000,187.619000,205.022000
1478.181,255.229000,124.583000,187.759000,205.175000
1479.222,255.391000,124.648000,187.900000,205.328000
1480.251,255.568000,124.717000,188.056000,205.495000
1481.272,255.730000,124.783000,188.196000,205.648000
1482.303,255.891000,124.846000,188.335000,205.800000
1483.343,256.069000,124.917000,188.490000,205.968000
1484.386,256.230000,124.981000,188.631000,206.120000
1485.422,256.391000,125.045000,188.771000,206.273000
1486.440,256.568000,125.115000,188.924000,206.441000
1487.468,256.730000,125.179000,189.064000,206.593000
1488.488,256.891000,125.244000,189.204000,206.745000
1489.536,257.068000,125.314000,189.359000,206.912000
1490.553,257.229000,125.376000,189.500000,207.065000
1491.569,257.390000,125.440000,189.640000,207.217000
1492.587,257.551000,125.505000,189.780000,207.369000
1493.625,257.712000,125.568000,189.922000,207.522000
1494.654,257.890000,125.639000,190.076000,207.689000
1495.677,258.051000,125.703000,190.215000,207.842000
1496.703,258.212000,125.768000,190.356000,207.994000
1497.738,258.389000,125.838000,190.511000,208.162000
1498.768,258.549000,125.901000,190.653000,208.314000
1499.789,258.710000,125.965000,190.792000,208.467000
1500.828,258.871000,126.032000,190.933000,208.619000
1501.862,259.048000,126.102000,191.086000,208.787000
1502.897,259.209000,126.165000,191.227000,208.939000
1503.938,259.386000,126.235000,191.383000,209.107000
1504.959,259.547000,126.300000,191.523000,209.259000
1505.990,259.707000,126.364000,191.664000,209.411000
1507.027,259.868000,126.427000,191.804000,209.564000
1508.046,260.045000,126.498000,191.958000,209.731000
1509.078,260.206000,126.562000,192.099000,209.884000
1510.125,260.366000,126.626000,192.239000,210.036000
1511.143,260.543000,126.695000,192.394000,210.204000
1512.167,260.704000,126.760000,192.535000,210.356000
1513.199,260.864000,126.823000,192.676000,210.508000
1514.238,261.041000,126.893000,192.830000,210.676000
1515.259,261.201000,126.958000,192.970000,210.828000
1516.276,261.361000,127.020000,193.111000,210.981000
1517.293,261.523000,127.085000,193.250000,211.133000
1518.337,261.682000,127.155000,193.406000,211.300000
1519.370,261.859000,127.219000,193.545000,211.452000
1520.394,262.020000,127.283000,193.686000,211.605000
1521.428,262.180000,127.348000,193.828000,211.757000
1522.454,262.356000,127.417000,193.981000,211.925000
1523.481,262.516000,127.481000,194.122000,212.077000
1524.506,262.677000,127.543000,194.263000,212.229000
1525.541,262.853000,127.613000,194.417000,212.396000
1526.570,263.013000,127.675000,194.558000,212.549000
1527.600,263.173000,127.739000,194.698000,212.702000
1528.636,263.334000,127.806000,194.853000,212.869000
1529.665,263.510000,127.868000,194.994000,213.021000
1530.697,263.668000,127.932000,195.134000,213.172000
1531.745,263.843000,128.000000,195.290000,213.337000
1532.765,264.002000,128.064000,195.431000,213.488000
1533.786,264.161000,128.126000,195.570000,213.638000
1534.834,264.319000,128.189000,195.711000,213.804000
1535.866,264.494000,128.257000,195.865000,213.954000
1536.895,264.653000,128.320000,196.007000,214.104000
1537.933,264.811000,128.381000,196.162000,214.270000
1538.951,264.985000,128.450000,196.302000,214.420000
1539.968,265.144000,128.513000,196.442000,214.570000
1540.988,265.302000,128.574000,196.581000,214.721000
1542.035,265.461000,128.635000,196.738000,214.886000
1543.052,265.635000,128.707000,196.878000,215.037000
1544.073,265.794000,128.767000,197.018000,215.187000
1545.094,265.952000,128.830000,197.160000,215.338000
1546.143,266.110000,128.898000,197.313000,215.503000
1547.168,266.284000,128.963000,197.453000,215.654000
1548.186,266.443000,129.024000,197.594000,215.804000
1549.208,266.601000,129.085000,197.734000,215.954000
1550.241,266.776000,129.154000,197.890000,216.120000
1551.260,266.934000,129.217000,198.029000,216.270000
1552.290,267.092000,129.279000,198.170000,216.420000
1553.310,267.250000,129.343000,198.313000,216.571000
1554.341,267.424000,129.411000,198.466000,216.736000
1555.361,267.582000,129.473000,198.606000,216.886000
1556.388,267.740000,129.535000,198.744000,217.037000
1557.406,267.899000,129.598000,198.882000,217.187000
1558.442,268.072000,129.666000,199.035000,217.353000
1559.473,268.230000,129.729000,199.175000,217.503000
1560.497,268.388000,129.790000,199.313000,217.653000
1561.541,268.546000,129.858000,199.465000,217.819000
1562.565,268.720000,129.922000,199.606000,217.969000
1563.593,268.878000,129.984000,199.744000,218.119000
1564.643,269.051000,130.053000,199.897000,218.285000
1565.660,269.209000,130.115000,200.036000,218.435000
1566.687,269.367000,130.177000,200.174000,218.585000
1567.731,269.526000,130.240000,200.312000,218.735000
1568.763,269.699000,130.307000,200.465000,218.901000
1569.796,269.857000,130.370000,200.604000,219.051000
1570.844,270.030000,130.438000,200.756000,219.217000
1571.881,270.188000,130.500000,200.894000,219.367000
1572.910,270.346000,130.562000,201.034000,219.517000
1573.945,270.519000,130.630000,201.187000,219.682000
1574.974,270.676000,130.693000,201.325000,219.833000
1576.001,270.834000,130.755000,201.464000,219.983000
1577.049,271.007000,130.824000,201.616000,220.149000
1578.081,271.165000,130.885000,201.754000,220.298000
1579.103,271.323000,130.947000,201.894000,220.449000
1580.143,271.495000,131.016000,202.047000,220.614000
1581.164,271.654000,131.079000,202.186000,220.764000
1582.184,271.811000,131.140000,202.325000,220.914000
1583.233,271.968000,131.202000,202.463000,221.064000
1584.263,272.141000,131.271000,202.616000,221.230000
1585.282,272.299000,131.335000,202.754000,221.380000
1586.331,272.456000,131.396000,202.893000,221.531000
1587.349,272.629000,131.464000,203.047000,221.696000
1588.369,272.786000,131.526000,203.185000,221.846000
1589.397,272.944000,131.587000,203.324000,221.997000
1590.434,273.101000,131.650000,203.462000,222.147000
1591.469,273.274000,131.717000,203.615000,222.311000
1592.487,273.431000,131.781000,203.755000,222.462000
1593.534,273.588000,131.844000,203.893000,222.612000
1594.550,273.762000,131.910000,204.045000,222.778000
1595.573,273.919000,131.971000,204.186000,222.928000
1596.591,274.076000,132.035000,204.324000,223.078000
1597.641,274.233000,132.095000,204.462000,223.244000
1598.674,274.406000,132.164000,204.615000,223.394000
1599.787,274.578000,132.233000,204.768000,223.558000
1600.835,274.735000,132.295000,204.907000,223.709000
1601.856,274.908000,132.364000,205.060000,223.874000
1602.895,275.065000,132.426000,205.198000,224.024000
1603.936,275.222000,132.488000,205.337000,224.190000
1604.956,275.395000,132.556000,205.491000,224.340000
1605.993,275.552000,132.618000,205.629000,224.490000
1607.043,275.709000,132.679000,205.767000,224.655000
1608.072,275.881000,132.747000,205.921000,224.805000
1609.088,276.038000,132.809000,206.058000,224.954000
1610.108,276.194000,132.871000,206.197000,225.105000
1611.146,276.366000,132.939000,206.350000,225.270000
1612.163,276.523000,133.002000,206.489000,225.420000
1613.179,276.680000,133.065000,206.628000,225.571000
1614.211,276.837000,133.126000,206.767000,225.721000
1615.245,276.994000,133.193000,206.919000,225.886000
1616.274,277.166000,133.256000,207.059000,226.036000
1617.291,277.323000,133.318000,207.197000,226.186000
1618.314,277.479000,133.379000,207.336000,226.337000
1619.347,277.652000,133.446000,207.489000,226.501000
1620.375,277.808000,133.508000,207.628000,226.652000
1621.392,277.964000,133.571000,207.766000,226.802000
1622.415,278.121000,133.632000,207.906000,226.952000
1623.448,278.293000,133.700000,208.059000,227.117000
1624.477,278.449000,133.762000,208.197000,227.267000
1625.494,278.605000,133.825000,208.335000,227.417000
1626.516,278.760000,133.888000,208.475000,227.567000
1627.548,278.931000,133.955000,208.628000,227.732000
1628.578,279.086000,134.016000,208.766000,227.882000
1629.595,279.242000,134.078000,208.905000,228.032000
1630.612,279.397000,134.140000,209.044000,228.180000
1631.647,279.552000,134.208000,209.196000,228.344000
1632.679,279.722000,134.270000,209.336000,228.492000
1633.696,279.877000,134.331000,209.474000,228.641000
1634.714,280.032000,134.392000,209.613000,228.789000
1635.749,280.203000,134.460000,209.766000,228.952000
1636.780,280.358000,134.524000,209.903000,229.100000
1637.797,280.513000,134.585000,210.042000,229.249000
1638.814,280.668000,134.647000,210.182000,229.397000
1639.849,280.838000,134.715000,210.334000,229.560000
1640.866,280.993000,134.776000,210.473000,229.708000
1641.885,281.148000,134.837000,210.612000,229.857000
1642.911,281.303000,134.899000,210.751000,230.006000
1643.953,281.473000,134.967000,210.903000,230.169000
1644.973,281.628000,135.029000,211.042000,230.317000
1645.993,281.783000,135.091000,211.180000,230.465000
1647.018,281.938000,135.152000,211.320000,230.613000
1648.052,282.108000,135.219000,211.472000,230.776000
1649.086,282.262000,135.282000,211.611000,230.924000
1650.137,282.417000,135.343000,211.749000,231.072000
1651.164,282.587000,135.410000,211.902000,231.236000
1652.191,282.742000,135.474000,212.040000,231.384000
1653.238,282.896000,135.534000,212.180000,231.532000
1654.255,283.066000,135.602000,212.332000,231.695000
1655.271,283.221000,135.664000,212.471000,231.843000
1656.289,283.375000,135.725000,212.610000,231.992000
1657.308,283.530000,135.788000,212.749000,232.140000
1658.343,283.684000,135.849000,212.888000,232.303000
1659.361,283.855000,135.917000,213.040000,232.452000
1660.388,284.009000,135.979000,213.177000,232.600000
1661.408,284.164000,136.040000,213.313000,232.748000
1662.448,284.318000,136.102000,213.463000,232.911000
1663.468,284.487000,136.169000,213.601000,233.059000
1664.489,284.642000,136.229000,213.738000,233.207000
1665.506,284.796000,136.293000,213.875000,233.356000
1666.539,284.950000,136.354000,214.012000,233.504000
1667.557,285.120000,136.422000,214.163000,233.667000
1668.578,285.274000,136.484000,214.299000,233.815000
1669.598,285.428000,136.546000,214.437000,233.964000
1670.640,285.582000,136.607000,214.575000,234.112000
1671.658,285.752000,136.675000,214.725000,234.275000
1672.675,285.906000,136.737000,214.863000,234.423000
1673.693,286.060000,136.797000,214.998000,234.571000
1674.739,286.214000,136.858000,215.136000,234.719000
1675.761,286.384000,136.924000,215.285000,234.881000
1676.786,286.537000,136.987000,215.423000,235.029000
1677.818,286.691000,137.047000,215.561000,235.178000
1678.856,286.861000,137.115000,215.711000,235.341000
1679.884,287.015000,137.178000,215.847000,235.489000
1680.911,287.169000,137.239000,215.985000,235.637000
1681.957,287.338000,137.306000,216.134000,235.801000
1682.977,287.492000,137.369000,216.272000,235.948000
1683.998,287.646000,137.429000,216.409000,236.096000
1685.043,287.800000,137.490000,216.547000,236.245000
1686.063,287.968000,137.557000,216.698000,236.407000
1687.083,288.122000,137.617000,216.833000,236.556000
1688.113,288.276000,137.678000,216.971000,236.704000
1689.146,288.430000,137.740000,217.108000,236.867000
1690.164,288.599000,137.805000,217.261000,237.015000
1691.186,288.753000,137.865000,217.398000,237.163000
1692.211,288.906000,137.928000,217.535000,237.311000
1693.245,289.060000,137.988000,217.671000,237.459000
1694.269,289.229000,138.054000,217.822000,237.622000
1695.286,289.382000,138.113000,217.959000,237.770000
1696.306,289.536000,138.175000,218.096000,237.918000
1697.347,289.689000,138.236000,218.233000,238.081000
1698.369,289.858000,138.302000,218.384000,238.228000
1699.390,290.012000,138.363000,218.520000,238.377000
1700.422,290.165000,138.423000,218.657000,238.524000
1701.455,290.334000,138.488000,218.807000,238.688000
1702.484,290.487000,138.549000,218.945000,238.836000
1703.518,290.641000,138.608000,219.082000,238.984000
1704.556,290.809000,138.674000,219.232000,239.147000
1705.586,290.963000,138.734000,219.371000,239.295000
1706.624,291.116000,138.797000,219.506000,239.442000
1707.662,291.284000,138.864000,219.657000,239.605000
1708.691,291.437000,138.923000,219.793000,239.753000
1709.741,291.590000,138.981000,219.931000,239.901000
1710.760,291.759000,139.048000,220.080000,240.064000
1711.793,291.912000,139.110000,220.218000,240.212000
1712.847,292.065000,139.169000,220.355000,240.360000
1713.877,292.234000,139.236000,220.505000,240.523000
1714.912,292.387000,139.298000,220.643000,240.671000
1715.962,292.555000,139.364000,220.793000,240.834000
1716.993,292.709000,139.422000,220.929000,240.982000
1718.012,292.861000,139.484000,221.068000,241.130000
1719.057,293.029000,139.549000,221.217000,241.293000
1720.089,293.182000,139.610000,221.354000,241.440000
1721.106,293.335000,139.672000,221.492000,241.588000
1722.144,293.488000,139.732000,221.628000,241.737000
1723.173,293.656000,139.797000,221.778000,241.899000
1724.190,293.809000,139.858000,221.914000,242.047000
1725.214,293.962000,139.917000,222.052000,242.195000
1726.263,294.130000,139.981000,222.203000,242.357000
1727.299,294.283000,140.042000,222.340000,242.504000
1728.323,294.436000,140.105000,222.477000,242.653000
1729.358,294.604000,140.171000,222.627000,242.816000
1730.376,294.756000,140.230000,222.762000,242.963000
1731.393,294.909000,140.290000,222.901000,243.111000
1732.409,295.061000,140.350000,223.037000,243.259000
1733.426,295.214000,140.410000,223.175000,243.407000
1734.458,295.382000,140.476000,223.326000,243.570000
1735.477,295.535000,140.537000,223.462000,243.717000
1736.497,295.687000,140.596000,223.598000,243.865000
1737.544,295.839000,140.657000,223.735000,244.013000
1738.561,296.007000,140.724000,223.886000,244.173000
1739.580,296.159000,140.784000,224.022000,244.320000
1740.603,296.310000,140.844000,224.158000,244.466000
1741.646,296.461000,140.903000,224.295000,244.612000
1742.670,296.628000,140.969000,224.446000,244.772000
1743.695,296.779000,141.028000,224.582000,244.918000
1744.714,296.930000,141.090000,224.719000,245.065000
1745.749,297.079000,141.150000,224.856000,245.210000
1746.772,297.242000,141.216000,225.005000,245.371000
1747.794,297.387000,141.276000,225.142000,245.517000
1748.819,297.529000,141.337000,225.279000,245.663000
1749.862,297.680000,141.403000,225.428000,245.823000
1750.881,297.813000,141.463000,225.565000,245.969000
1751.906,297.940000,141.524000,225.702000,246.115000
1752.955,298.062000,141.584000,225.839000,246.276000
1753.988,298.189000,141.648000,225.989000,246.421000
1755.021,298.298000,141.709000,226.126000,246.567000
1756.066,298.411000,141.775000,226.276000,246.728000
1757.096,298.506000,141.835000,226.414000,246.873000
1758.129,298.595000,141.894000,226.549000,247.019000
1759.165,298.684000,141.960000,226.698000,247.179000
1760.192,298.758000,142.021000,226.835000,247.325000
1761.230,298.826000,142.080000,226.971000,247.470000
1762.268,298.892000,142.145000,227.121000,247.630000
1763.306,298.946000,142.204000,227.259000,247.774000
1764.359,298.993000,142.264000,227.409000,247.933000
1765.463,299.042000,142.336000,227.558000,248.093000
1766.488,299.076000,142.397000,227.696000,248.237000
1767.517,299.103000,142.456000,227.832000,248.381000
1768.559,299.125000,142.518000,227.983000,248.540000
1769.596,299.142000,142.585000,228.117000,248.683000
1770.626,299.153000,142.644000,228.252000,248.826000
1771.664,299.157000,142.708000,228.399000,248.983000
1772.696,299.155000,142.768000,228.533000,249.126000
1773.729,299.149000,142.828000,228.668000,249.268000
1774.767,299.136000,142.894000,228.817000,249.423000
1775.795,299.119000,142.953000,228.950000,249.565000
1776.825,299.098000,143.014000,229.085000,249.706000
1777.864,299.072000,143.078000,229.231000,249.860000
1778.897,299.039000,143.138000,229.364000,250.000000
1779.929,299.005000,143.197000,229.498000,250.139000
1780.962,298.963000,143.263000,229.644000,250.292000
1781.982,298.921000,143.324000,229.778000,250.430000
1783.012,298.876000,143.383000,229.911000,250.568000
1784.065,298.828000,143.449000,230.057000,250.719000
1785.100,298.771000,143.509000,230.189000,250.855000
1786.126,298.717000,143.567000,230.319000,250.991000
1787.165,298.661000,143.633000,230.465000,251.140000
1788.198,298.596000,143.693000,230.597000,251.275000
1789.224,298.535000,143.753000,230.728000,251.409000
1790.269,298.465000,143.819000,230.873000,251.556000
1791.298,298.400000,143.877000,231.004000,251.689000
1792.330,298.333000,143.937000,231.135000,251.821000
1793.370,298.258000,144.002000,231.277000,251.966000
1794.406,298.188000,144.061000,231.406000,252.096000
1795.428,298.116000,144.120000,231.536000,252.226000
1796.463,298.044000,144.186000,231.677000,252.369000
1797.482,297.962000,144.245000,231.807000,252.497000
1798.508,297.887000,144.305000,231.934000,252.625000
1799.532,297.812000,144.364000,232.062000,252.753000
1800.675,297.721000,144.435000,232.215000,252.905000
1801.697,297.644000,144.494000,232.342000,253.031000
1802.719,297.566000,144.554000,232.470000,253.156000
1803.766,297.480000,144.619000,232.608000,253.293000
1804.801,297.400000,144.677000,232.734000,253.417000
1805.823,297.321000,144.737000,232.859000,253.539000
1806.873,297.233000,144.801000,232.998000,253.674000
1807.904,297.153000,144.863000,233.121000,253.796000
1808.934,297.072000,144.921000,233.246000,253.917000
1809.972,296.984000,144.985000,233.382000,254.049000
1811.008,296.903000,145.046000,233.504000,254.169000
1812.057,296.823000,145.104000,233.629000,254.287000
1813.088,296.733000,145.171000,233.764000,254.417000
1814.115,296.652000,145.228000,233.885000,254.534000
1815.156,296.572000,145.288000,234.007000,254.651000
1816.191,296.483000,145.353000,234.140000,254.779000
1817.226,296.402000,145.412000,234.260000,254.894000
1818.273,296.313000,145.476000,234.392000,255.020000
1819.310,296.233000,145.534000,234.512000,255.134000
1820.363,296.153000,145.594000,234.642000,255.259000
1821.395,296.065000,145.660000,234.762000,255.371000
1822.427,295.986000,145.718000,234.879000,255.483000
1823.468,295.898000,145.783000,235.008000,255.605000
1824.496,295.819000,145.841000,235.125000,255.715000
1825.529,295.741000,145.901000,235.242000,255.825000
1826.572,295.655000,145.966000,235.371000,255.944000
1827.611,295.577000,146.026000,235.487000,256.053000
1828.635,295.500000,146.083000,235.602000,256.160000
1829.674,295.416000,146.150000,235.728000,256.278000
1830.828,295.333000,146.215000,235.855000,256.395000
1831.875,295.252000,146.279000,235.980000,256.511000
1832.904,295.178000,146.337000,236.094000,256.616000
1833.954,295.104000,146.397000,236.207000,256.721000
1834.986,295.025000,146.460000,236.330000,256.834000
1836.013,294.954000,146.519000,236.442000,256.938000
1837.035,294.885000,146.578000,236.554000,257.040000
1838.072,294.809000,146.643000,236.676000,257.151000
1839.099,294.742000,146.701000,236.787000,257.253000
1840.131,294.676000,146.761000,236.898000,257.353000
1841.174,294.606000,146.825000,237.018000,257.463000
1842.201,294.543000,146.884000,237.128000,257.562000
1843.235,294.483000,146.945000,237.236000,257.661000
1844.274,294.418000,147.008000,237.356000,257.769000
1845.302,294.362000,147.066000,237.465000,257.867000
1846.336,294.308000,147.125000,237.572000,257.963000
1847.374,294.251000,147.189000,237.689000,258.069000
1848.407,294.202000,147.249000,237.795000,258.165000
1849.435,294.155000,147.308000,237.901000,258.260000
1850.475,294.107000,147.373000,238.018000,258.364000
1851.502,294.067000,147.430000,238.124000,258.459000
1852.537,294.030000,147.488000,238.228000,258.553000
1853.576,293.992000,147.553000,238.343000,258.655000
1854.603,293.963000,147.612000,238.448000,258.747000
1855.639,293.937000,147.670000,238.552000,258.839000
1856.676,293.914000,147.735000,238.665000,258.940000
1857.706,293.898000,147.794000,238.767000,259.031000
1858.733,293.886000,147.852000,238.870000,259.122000
1859.773,293.879000,147.916000,238.984000,259.221000
1860.804,293.876000,147.974000,239.084000,259.311000
1861.830,293.878000,148.032000,239.186000,259.400000
1862.874,293.885000,148.096000,239.296000,259.498000
1863.907,293.898000,148.154000,239.397000,259.586000
1864.937,293.915000,148.211000,239.497000,259.675000
1865.992,293.939000,148.276000,239.608000,259.772000
1867.024,293.965000,148.332000,239.706000,259.859000
1868.073,294.000000,148.395000,239.815000,259.955000
1869.107,294.037000,148.452000,239.914000,260.042000
1870.132,294.077000,148.509000,240.013000,260.129000
1871.174,294.127000,148.573000,240.122000,260.223000
1872.193,294.177000,148.631000,240.218000,260.309000
1873.214,294.231000,148.689000,240.317000,260.395000
1874.237,294.290000,148.747000,240.413000,260.481000
1875.273,294.359000,148.809000,240.519000,260.575000
1876.297,294.426000,148.868000,240.617000,260.660000
1877.328,294.497000,148.926000,240.713000,260.746000
1878.375,294.579000,148.989000,240.819000,260.839000
1879.412,294.657000,149.046000,240.915000,260.924000
1880.460,294.739000,149.102000,241.010000,261.009000
1881.485,294.831000,149.165000,241.115000,261.101000
1882.513,294.919000,149.223000,241.210000,261.185000
1883.559,295.008000,149.281000,241.305000,261.269000
1884.582,295.109000,149.343000,241.409000,261.361000
1885.608,295.202000,149.400000,241.502000,261.443000
1886.634,295.297000,149.458000,241.598000,261.528000
1887.679,295.403000,149.521000,241.701000,261.619000
1888.715,295.500000,149.578000,241.797000,261.703000
1889.764,295.598000,149.637000,241.889000,261.786000
1890.799,295.704000,149.700000,241.992000,261.879000
1891.830,295.802000,149.756000,242.084000,261.962000
1892.877,295.908000,149.819000,242.188000,262.054000
1893.906,296.004000,149.878000,242.281000,262.138000
1894.935,296.098000,149.933000,242.376000,262.222000
1895.987,296.200000,149.997000,242.477000,262.314000
1897.017,296.291000,150.056000,242.569000,262.398000
1898.063,296.381000,150.114000,242.661000,262.482000
1899.090,296.476000,150.175000,242.764000,262.574000
1900.119,296.561000,150.232000,242.857000,262.659000
1901.164,296.643000,150.290000,242.951000,262.742000
1902.186,296.730000,150.353000,243.053000,262.835000
1903.215,296.806000,150.410000,243.145000,262.919000
1904.267,296.881000,150.468000,243.237000,263.003000
1905.294,296.958000,150.531000,243.340000,263.096000
1906.326,297.026000,150.587000,243.431000,263.180000
1907.370,297.090000,150.643000,243.525000,263.273000
1908.409,297.158000,150.708000,243.626000,263.357000
1909.438,297.215000,150.765000,243.719000,263.442000
1910.481,297.275000,150.829000,243.820000,263.535000
1911.511,297.325000,150.886000,243.913000,263.619000
1912.537,297.372000,150.942000,244.004000,263.703000
1913.578,297.420000,151.005000,244.105000,263.796000
1914.606,297.460000,151.062000,244.195000,263.880000
1915.635,297.496000,151.119000,244.286000,263.965000
1916.676,297.533000,151.182000,244.388000,264.058000
1917.707,297.563000,151.240000,244.478000,264.142000
1918.739,297.589000,151.297000,244.570000,264.226000
1919.778,297.614000,151.361000,244.671000,264.318000
1920.808,297.634000,151.418000,244.761000,264.402000
1921.834,297.650000,151.475000,244.851000,264.485000
1922.877,297.664000,151.538000,244.952000,264.577000
1923.904,297.674000,151.595000,245.041000,264.661000
1924.939,297.680000,151.652000,245.133000,264.744000
1925.982,297.684000,151.714000,245.234000,264.835000
1927.008,297.685000,151.771000,245.323000,264.918000
1928.064,297.683000,151.828000,245.414000,265.000000
1929.094,297.677000,151.891000,245.513000,265.091000
1930.122,297.670000,151.949000,245.602000,265.173000
1931.278,297.658000,152.017000,245.710000,265.272000
1932.307,297.645000,152.073000,245.800000,265.353000
1933.341,297.631000,152.130000,245.890000,265.436000
1934.379,297.613000,152.193000,245.990000,265.525000
1935.405,297.594000,152.250000,246.079000,265.606000
1936.432,297.574000,152.307000,246.169000,265.687000
1937.476,297.551000,152.370000,246.267000,265.775000
1938.504,297.525000,152.428000,246.356000,265.856000
1939.539,297.500000,152.486000,246.445000,265.935000
1940.580,297.470000,152.548000,246.543000,266.023000
1941.610,297.442000,152.605000,246.633000,266.102000
1942.630,297.412000,152.661000,246.721000,266.181000
1943.647,297.381000,152.717000,246.809000,266.260000
1944.678,297.345000,152.781000,246.905000,266.346000
1945.698,297.312000,152.838000,246.994000,266.424000
1946.715,297.277000,152.894000,247.081000,266.502000
1947.732,297.242000,152.950000,247.168000,266.578000
1948.766,297.205000,153.008000,247.256000,266.655000
1949.793,297.164000,153.072000,247.352000,266.740000
1950.811,297.126000,153.129000,247.439000,266.816000
1951.828,297.087000,153.186000,247.524000,266.892000
1952.867,297.048000,153.242000,247.611000,266.968000
1953.895,297.004000,153.305000,247.705000,267.050000
1954.916,296.963000,153.362000,247.792000,267.125000
1955.947,296.922000,153.418000,247.877000,267.199000
1956.981,296.876000,153.481000,247.972000,267.281000
1958.013,296.834000,153.537000,248.056000,267.354000
1959.035,296.792000,153.595000,248.142000,267.427000
1960.079,296.744000,153.657000,248.235000,267.508000
1961.103,296.701000,153.715000,248.320000,267.581000
1962.130,296.658000,153.770000,248.405000,267.652000
1963.166,296.614000,153.827000,248.489000,267.724000
1964.191,296.566000,153.889000,248.581000,267.803000
1965.214,296.522000,153.948000,248.665000,267.874000
1966.233,296.478000,154.004000,248.747000,267.944000
1967.287,296.429000,154.064000,248.838000,268.022000
1968.318,296.385000,154.122000,248.921000,268.092000
1969.372,296.340000,154.179000,249.003000,268.161000
1970.407,296.291000,154.241000,249.092000,268.237000
1971.505,296.243000,154.304000,249.184000,268.312000
1972.530,296.198000,154.360000,249.265000,268.381000
1973.572,296.154000,154.417000,249.345000,268.449000
1974.608,296.105000,154.480000,249.434000,268.523000
1975.637,296.061000,154.535000,249.514000,268.590000
1976.685,296.013000,154.598000,249.604000,268.664000
1977.722,295.970000,154.654000,249.685000,268.730000
1978.744,295.926000,154.711000,249.764000,268.797000
1979.787,295.878000,154.773000,249.852000,268.869000
1980.816,295.836000,154.829000,249.930000,268.935000
1981.843,295.793000,154.887000,250.010000,268.999000
1982.890,295.746000,154.948000,250.096000,269.070000
1983.928,295.705000,155.004000,250.175000,269.135000
1984.978,295.663000,155.062000,250.253000,269.205000
1986.008,295.618000,155.124000,250.338000,269.268000
1987.043,295.578000,155.180000,250.416000,269.332000
1988.083,295.538000,155.242000,250.501000,269.400000
1989.114,295.495000,155.299000,250.577000,269.463000
1990.140,295.456000,155.356000,250.655000,269.525000
1991.178,295.418000,155.411000,250.729000,269.593000
1992.208,295.378000,155.474000,250.814000,269.654000
1993.234,295.341000,155.530000,250.890000,269.715000
